113,170,"Wolfgang arbeitet in einer Firma, die schon seit Längerem Finanzierungsprobleme hat und nun sind betriebsbedingte Kündigungen ausgesprochen worden. Er steht auf der Straße und will so schnell wie möglich eine neue Arbeitsstelle finden."
114,170,"Ronja ist die Vorgesetzte von Anton und verlangt mehr Sorgfalt von ihm. Sie schaut ihm auf die Finger und kontrolliert am Ende des Tages genau, was er gemacht hat."
115,170,"Marcel verfolgt den Aktienmarkt und findet eine stark wachsende Social Media-Firma sehr attraktiv. Er will sich ein Stück vom Kuchen abschneiden und investiert in Aktien der Firma."
116,170,"Magdalenas Firma geht es wirtschaftlich nicht gut und sie kündigt weitreichende Veränderungen an. Sie malt den Teufel an die Wand und sagt Entlassungen voraus."
117,170,"Tobias und Steffen haben aufgrund der Finanzkrise beide kürzlich ihre Jobs verloren. Sie sitzen im gleichen Boot und überlegen, wie sie sich gegenseitig helfen können."
118,170,"Malte, der nachts Autos knackt, ist pleite. Er dreht ein Ding und will auf diese Weise möglichst schnell wieder an Geld zu kommen."
107,180,"Max erwartet den Besuch eines wichtigen Geschäftspartners, von dem er sich Hilfe für seine bankrotte Firma erhofft. Er rollt den roten Vorhang aus und lässt den alten Vorhang zum Müllcontainer bringen."
108,180,"Peter wird von den Leuten für verrückt gehalten. Er hat einen Hund und ein Totenkopfäffchen, das er immer auf der Schulter trägt."
109,180,"Susanne hält eine Englischstunde und fühlt sich durch den ansteigenden Lärmpegel in der Klasse zunehmend gestört. Sie verliert den Wollrest und bückt sich auf dem Weg zum Mülleimer, um ihn aufzuheben."
110,180,"Tom ist sehr verärgert über das Verhalten seines Mitbewohners. Er geht die Fensterscheibe hoch und versucht sich trotz des Ärgers auf sein Training als Stuntman zu konzentrieren, um nicht abzustürzen."
111,180,"Der Nachbar von Peter ist schon seit langer Zeit krank. Er gibt den Teller ab und bedankt sich für das Ausleihen, da der Pfleger letzte Woche zusätzliche Teller brauchte."
112,180,"Katrin führt eine Briefkastenfirma und macht riesige Gewinne. Sie füllt sich die Eimer und dekoriert später mit den Muscheln, die sie beim Schnorcheln mitgenommen hat, ihre Strandvilla."
101,185,"Jörg geht auf seinem Spaziergang an einem Gasthaus mit Biergarten vorbei. Er riecht den Braten und überlegt einzukehren."
102,185,"Janina wünscht sich zum Geburtstag etwas Selbstgemachtes von ihrer Tochter und ist schon sehr gespannt. Sie bekommt einen Korb und freut sich sehr darüber."
103,185,"Jana hat ein Fußballspiel mit ihrer Mannschaft und ist vor dem Spiel sehr siegessicher. Sie schießt ein Eigentor und verliert das Spiel."
104,185,"Sven ist ein Morgenmuffel und hat morgens oft nicht viel Zeit im Bad. Er schmeißt das Handtuch und zielt dabei irgendwo hin, sodass es meistens in einer Ecke liegt, worüber sich seine Mutter regelmäßig aufregt."
105,185,"Anja hat beschlossen eine Diät zu halten und ist mit dem Ergebnis zufrieden. Sie schnallt den Gürtel enger und freut sich, denn ihre Hose sitzt zu locker."
106,185,"Kilians Abiturball steht an und er überlegt sich, was er zu diesem Anlass anziehen soll. Er hat eine weiße Weste und besitzt auch ein Hemd, aber noch keinen Anzug."
119,195,"Sylvia fordert ihren Gesangsschüler Andreas auf, eine Melodie nachzusingen. Sie gibt den Refrain an und reicht ihm die Noten."
120,195,"Franz und sein Freund muessen einen langen und einen kurzen Handanhaenger voll Elektronikgeraete zum Schrottplatz bringen, aber Franz ist ein bisschen faul. Er zieht den Stecker und wundert sich, was fuer ein alter Mixer bei den Sachen dabei ist. "
121,195,"Thorsten radelt heute ohne Brille und Helm zur Arbeit. Er drückt ein Ohr zu und wünscht sich eine Mütze, als ihm der Wind Ohrenschmerzen bereitet."
122,195,"Patrick ist Elektriker und wurde gerufen, um eine Waschmaschine zu reparieren. Er findet den Wasserhahn und braucht für die Reparatur sehr lange, da das Licht im Keller so schlecht ist."
123,195,"Sascha hat heute Morgen ein großes Bild gekauft und gerade Hammer und Haken gefunden. Er schlägt einen Dübel und bohrt zusätzlich ein Loch in die Wand, um das Bild aufzuhängen."
124,195,"Klaus macht einen ausgedehnten Winterspaziergang und hat seine Handschuhe vergessen. Er reibt sich die Nase und spürt sie vor Kälte nicht mehr, sodass er beschließt, sich in einem Café aufzuwärmen."
125,185,"Michael möchte Geige spielen lernen und hat sich dafür eine Violine inklusive Zubehör besorgt. Er überspannt den Bogen und sein neuer Geigenlehrer zeigt ihm, wie es richtig geht."
1,"filler","Janine war gestern beim Arzt, um sich wie jedes Jahr allgemein untersuchen zu lassen. Sie gingen zu einer Party und tranken ein bisschen zu viel."
2,"filler","Der Mathelehrer sah gelangweilt den Pinguinen im Zoo zu. Sie freute sich auf die Hochzeit ihres besten Freundes und machte sich Gedanken über ein Hochzeitgeschenk."
3,"filler","Karsten saß mit seiner Freundin auf der Couch und verbrachte einen ruhigen Abend. Er massierte ihr die Zähne, damit sie sich entspannen konnte."
4,"filler","Herr Freund war zu Hause und langweilte sich. Er fing an sich beizubringen, mit seinen Knien zu pfeifen, wofür er sich ein Lehrbuch gekauft hatte."
