101,170,"Jörg macht einen Ausflug nach Paris und wird von einem Straßenhändler angesprochen, der ihm gefälschte Uhren verkaufen will. Er riecht den Braten und geht weiter."
102,170,"Janina schwärmt schon lange für einen Kommilitonen in ihrem Jahrgang und bittet ihn schließlich um ein Date. Sie bekommt einen Korb und ist sehr niedergeschlagen."
103,170,"Jana verkündet lauthals, dass sie den Deutschlehrer nicht mag aber merkt dabei nicht, dass er in Hörweite steht. Sie schießt ein Eigentor und ärgert sich später sehr darüber."
104,170,"Sven hat nicht genug Zeit, um für das Theaterstück den Text auswendig zu lernen und wurde außerdem dafür kritisiert, zu ausdruckslos zu sein. Er schmeißt das Handtuch und beschließt, sich eine andere Freizeitbeschäftigung zu suchen."
105,170,"Anjas Job wurde gekündigt und während sie nach einer neuen Stelle sucht, bezieht sie Arbeitslosengeld. Sie schnallt den Gürtel enger und zieht in eine kleinere Wohnung."
106,170,"Kilian bewirbt sich bei der Polizei und bringt alle Voraussetzungen mit. Er hat eine weiße Weste und macht sich deswegen keine Sorgen um das kommende Bewerbungsgespräch."
119,180,"Sylvia ist Chefin einer Großküche, wo sie die Arbeitsabläufe plant und koordiniert. Sie gibt den Refrain an und verteilt Notenblätter, als den Leuten auf der Weihnachtsfeier nach einem Weihnachtslied ist."
120,180,"Franz verhandelt mit dem Anwalt seiner Exfrau um die gemeinsame Wohnung. Er zieht den Stecker und packt das Telefon, das er behalten will, in den Karton."
121,180,"Thorsten ist Fahrkartenkontrolleur und hat jemanden beim Schwarzfahren erwischt. Er drückt ein Ohr zu und wünscht sich einen anderen Job, als die Person anfängt zu zetern."
122,180,"Patrick hat eine neue Stelle angetreten und ist dabei sich einzuleben. Er findet den Wasserhahn und braucht für die Reparatur sehr lange, als er gerufen wird, um eine Waschmaschine zu reparieren."
123,180,"Sascha spielt mit den anderen Kindern auf dem Schulhof Fangen. Er schlägt einen Mitschüler und muss zur Strafe nachsitzen."
124,180,"Klaus ist Weinhändler und hat Gerüchte über die mangelnde Qualität in einem anderen Fachgeschäft geschürt. Er reibt sich die Nase und ist verlegen, als dessen Besitzer plötzlich in seinem Laden steht und ihn damit konfrontiert."
113,185,"Wolfgang ist zu Besuch bei einer Freundin in Tübingen. Er steht auf der Straße und schaut sich die mittelalterlichen Häuserfassaden an."
114,185,"Ronja ist auf einer Party, will Singles kennenlernen und spricht einen Mann an, der ihr gefällt. Sie schaut ihm auf die Finger und stellt fest, dass er keinen Ring am Ringfinger trägt."
115,185,"Marcel ist an einem Sonntagnachmittag bei seinen Eltern zu Besuch. Er will sich ein Stück vom Kuchen abschneiden und sucht ein Messer."
116,185,"Magdalena ist künstlerisch sehr begabt und soll das Wohnzimmer eines Freundes möglichst extravagant gestalten. Sie malt den Teufel an die Wand und passt die Möbel dem Gemälde an."
117,185,"Tobias und Steffen machen mit ihrer Klasse eine Kanutour. Sie sitzen im gleichen Boot und albern die ganze Zeit herum, sodass sie schließlich kentern."
118,185,"Maltes Einrichtungsgeschäft ist auf ausgefallene Designerstücke und ähnliche Dinge spezialisiert. Er dreht ein Ding und bringt ein Preisschild vorne an, bevor er es zurück ins Schaufenster stellt."
107,195,"Max will sein Zimmer komplett neu gestalten. Er rollt den roten Vorhang aus und denkt sich, dass ihm eine andere Farbe vielleicht besser gefallen hätte."
108,195,"Peter kauft Tiernahrung im Zoo-Fachhandel. Er hat einen Hund und kümmert sich gut um ihn, weil der Hund schon etwas älter ist und spezielles Futter benötigt."
109,195,"Susanne räumt die Reste, die nach dem Stricken übriggeblieben sind weg. Sie verliert den Wollrest und bückt sich, um ihn aufzuheben."
110,195,"Tom liegt im Bett und beobachtet einen Weberknecht. Er geht die Fensterscheibe hoch und verschwindet hinter dem Schrank."
111,195,"Marta hatte eine Feier veranstaltet, und musste sich dafür Geschirr von ihrem Nachbarn leihen. Sie gibt den Teller ab und bedankt sich beim Nachbarn für das Ausleihen, nachdem die Freunde gegangen sind."
112,195,"Katrin ist ans Meer gefahren und sammelt Muscheln. Sie füllt sich die Eimer und dekoriert später mit den Muscheln das Badezimmer."
125,170,"Michael hat seine Freundin eine Stunde im Café warten lassen. Er überspannt den Bogen und empfiehlt ihr auch noch, nicht so viel Zucker in den Kaffee zu geben."
1,"filler","Janine war gestern beim Arzt, um sich wie jedes Jahr allgemein untersuchen zu lassen. Sie gingen zu einer Party und tranken ein bisschen zu viel."
2,"filler","Der Mathelehrer sah gelangweilt den Pinguinen im Zoo zu. Sie freute sich auf die Hochzeit ihres besten Freundes und machte sich Gedanken über ein Hochzeitgeschenk."
3,"filler","Karsten saß mit seiner Freundin auf der Couch und verbrachte einen ruhigen Abend. Er massierte ihr die Zähne, damit sie sich entspannen konnte."
4,"filler","Herr Freund war zu Hause und langweilte sich. Er fing an sich beizubringen, mit seinen Knien zu pfeifen, wofür er sich ein Lehrbuch gekauft hatte."
5,"filler","Finn wollte immer schon einmal mit einem schnellen Auto herumfahren. Er ging zum Autoverleih und lieh sich einen Opel Corsa, mit dem er ein paar Runden drehte."
6,"filler","Tamara probiert einen exotischen Sport aus. Sie macht ein Fußballtraining beim benachbarten Verein mit, und lernt dort ein paar neue Leute kennen."
7,"filler","Nora hat sich eine Schnittwunde beim Schnitzen zugezogen. Sie geht zur Apotheke und kauft sich Zäpfchen."
8,"filler","Jochen hat den Plan, Spaghetti Bolognese zu machen, aber ihm fehlen einige Zutaten. Er geht zum Supermarkt und kauft Süßigkeiten."
