107,170,"Max erwartet den Besuch eines wichtigen Geschäftspartners, von dem er sich Hilfe für seine bankrotte Firma erhofft. Er rollt den roten Teppich aus und besucht mit ihm die besten Restaurants der Stadt, während er jedem Wunsch zuvorkommt."
108,170,"Peter wird von den Leuten für verrückt gehalten. Er hat einen Vogel und benimmt sich häufig sehr merkwürdig."
109,170,"Susanne hält eine Englischstunde und fühlt sich durch den ansteigenden Lärmpegel in der Klasse zunehmend gestört. Sie verliert den Faden und bittet um Ruhe."
110,170,"Tom ist sehr verärgert über das Verhalten seines Mitbewohners. Er geht die Wand hoch und schreit ihn an."
111,170,"Der Nachbar von Peter ist schon seit langer Zeit krank. Er gibt den Löffel ab und vererbt das Haus seiner Tochter, nachdem eine weitere Therapie nicht angeschlagen hat."
112,170,"Katrin führt eine Briefkastenfirma und macht riesige Gewinne. Sie füllt sich die Taschen und macht Urlaub in der Karibik, anstatt Steuern an den Staat zu bezahlen."
101,180,"Jörg macht einen Ausflug nach Paris und wird von einem Straßenhändler angesprochen, der ihm gefälschte Uhren verkaufen will. Er riecht den Auflauf und überlegt einzukehren, als der Kellner in einem der umliegenden Restaurants das Essen serviert und wendet sich von den Uhren ab."
102,180,"Janina schwärmt schon lange für einen Kommilitonen in ihrem Jahrgang und bittet ihn schließlich um ein Date. Sie bekommt einen Kuchen und freut sich sehr darüber, weil ihr Schwarm den Kuchen selbst gemacht hat."
103,180,"Jana verkündet lauthals, dass sie den Deutschlehrer nicht mag aber merkt dabei nicht, dass er in Hörweite steht. Sie schießt ein Tor und macht beim Sportunterricht gut gelaunt mit, bis zur der Deutschstunde danach."
104,180,"Sven hat nicht genug Zeit, um für das Theaterstück den Text auswendig zu lernen und wurde außerdem neulich dafür kritisiert, zu ausdruckslos zu sein. Er schmeißt das Duschgel und zielt dabei irgendwo hin, während er beschließt, sich eine andere Freizeitbeschäftigung zu suchen."
105,180,"Anjas Job wurde gekündigt und während sie nach einer neuen Stelle sucht, bezieht sie Arbeitslosengeld. Sie schnallt den Rock enger und merkt, dass sie deutlich abgenommen hat, denn wegen des Stress' hat sie keinen Appetit mehr."
106,180,"Kilian bewirbt sich bei der Polizei und bringt alle Voraussetzungen mit. Er hat eine weiße Hose und besitzt auch ein Hemd, das er trägt, als er optimistisch zum ersten Bewerbungsgespräch geht."
119,185,"Sylvia fordert ihren Gesangsschüler Andreas auf, eine Melodie nachzusingen. Sie gibt den Ton an und reicht ihm die Noten."
120,185,"Franz und sein Freund muessen einen langen und einen kurzen Handanhaenger voll Elektronikgeraete zum Schrottplatz bringen, aber Franz ist ein bisschen faul. Er zieht den Kürzeren und freut sich, als sie am Schrottplatz angekommen sind und er sich ausruhen kann."
121,185,"Thorsten radelt heute ohne Brille und Helm zur Arbeit. Er drückt ein Auge zu und hält kurz an, als ihm ein dickes Insekt ins Gesicht fliegt."
122,185,"Patrick ist Elektriker und wurde gerufen, um eine Waschmaschine zu reparieren. Er findet den Anschluss und braucht für die Reparatur sehr lange, da das Licht im Keller so schlecht ist."
123,185,"Sascha hat heute Morgen ein großes Bild gekauft und gerade Hammer und Haken gefunden. Er schlägt einen Haken und bohrt zusätzlich ein Loch in die Wand, um das Bild aufzuhängen."
124,185,"Klaus macht einen ausgedehnten Winterspaziergang und hat seine Handschuhe vergessen. Er reibt sich die Hände und spürt sie vor Kälte nicht mehr, sodass er beschließt, sich in einem Café aufzuwärmen."
113,195,"Wolfgang ist zu Besuch bei einer Freundin in Tübingen. Er steht auf der Brücke und schaut sich die mittelalterlichen Häuserfassaden an."
114,195,"Ronja ist auf einer Party, will Singles kennenlernen und spricht einen Mann an, der ihr gefällt. Sie schaut ihm auf die Schuhe und betrachtet das Hemd, da ihr ein guter Kleidungsstil bei Männern wichtig ist."
115,195,"Marcel ist an einem Sonntagnachmittag bei seinen Eltern zu Besuch. Er will sich ein Stück vom Brot abschneiden und sucht ein Messer."
116,195,"Magdalena ist künstlerisch sehr begabt und soll das Wohnzimmer eines Freundes möglichst extravagant gestalten. Sie malt den Weltuntergang an die Wand und passt die Möbel dem Gemälde an."
117,195,"Tobias und Steffen machen mit ihrer Klasse eine Kanutour. Sie sitzen im gleichen Kanu und albern die ganze Zeit herum, sodass sie schließlich kentern."
118,195,"Maltes Fahrradgeschäft ist auf ausgefallene Designerstücke und ähnliche Dinge spezialisiert. Er dreht ein Rad und bringt ein Preisschild vorne an, bevor er es zurück ins Schaufenster stellt."
125,180,"Michael hat seine Freundin eine Stunde im Café warten lassen. Er überspannt den Sicherheitsgurt und kommt schlecht gelaunt im Café an, weil sein Auto nun in die Werkstatt muss."
1,"filler","Janine war gestern beim Arzt, um sich wie jedes Jahr allgemein untersuchen zu lassen. Sie gingen zu einer Party und tranken ein bisschen zu viel."
2,"filler","Der Mathelehrer sah gelangweilt den Pinguinen im Zoo zu. Sie freute sich auf die Hochzeit ihres besten Freundes und machte sich Gedanken über ein Hochzeitgeschenk."
3,"filler","Karsten saß mit seiner Freundin auf der Couch und verbrachte einen ruhigen Abend. Er massierte ihr die Zähne, damit sie sich entspannen konnte."
4,"filler","Herr Freund war zu Hause und langweilte sich. Er fing an sich beizubringen, mit seinen Knien zu pfeifen, wofür er sich ein Lehrbuch gekauft hatte."
5,"filler","Finn wollte immer schon einmal mit einem schnellen Auto herumfahren. Er ging zum Autoverleih und lieh sich einen Opel Corsa, mit dem er ein paar Runden drehte."
6,"filler","Tamara probiert einen exotischen Sport aus. Sie macht ein Fußballtraining beim benachbarten Verein mit, und lernt dort ein paar neue Leute kennen."
7,"filler","Nora hat sich eine Schnittwunde beim Schnitzen zugezogen. Sie geht zur Apotheke und kauft sich Zäpfchen."
8,"filler","Jochen hat den Plan, Spaghetti Bolognese zu machen, aber ihm fehlen einige Zutaten. Er geht zum Supermarkt und kauft Süßigkeiten."
